final_ID,From_Grade,To_Grade,Group_State,Days,Travel_Type,Departure_Month,Return_Month,Early_C,Days_LCtoDD,Cancelled_Pax,Total_Discount_Pax,Days_InitialOrgtoDD,SPR_Product_Type,FPP,Total_Pax,GroupGradeType,FPP_to_School_enrollment,Days_DeptoDD,Tuition,FRP_Active,FRP_Cancelled,FRP_Take_up_percent_,EZ_Pay_Take_Up_Rate,School_Sponsor,SPR_Group_Revenue,FPP_to_PAX,Num_of_Non_FPP_PAX,Poverty_Code,School_Type,MDR_Low_Grade,MDR_High_Grade,Total_School_Enrollment,Income_Level,SPR_New_Existing,NumberOfMeetingswithParents,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeType,SchoolSizeIndicator,Retained
148,9,9,CA,23,A,4,5,1,244,4,3,409,East Coast,42,49,Middle->Middle,0.101012649127035,187,2149,19,3,0.429253465157601,0.080549260713078,1,2142,0.902646565504411,3,B,PUBLIC,6,8,489,K,1,1,206,223,Middle->Middle,S-M,1
150,10,10,FL,17,A,6,6,1,487,19,9,519,East Coast,113,107,Middle->Middle,0.091026063189508,248,951,87,16,0.722464582418298,0.204360554853327,0,1124,0.870958427438082,10,C,PUBLIC,6,8,1306,O,0,2,392,296,Middle->Middle,L,1
151,8,9,CA,13,A,5,6,0,228,7,2,229,East Coast,17,19,Middle->Middle,0.025687532941933,193,1749,6,4,0.443481568406176,0.251061873597257,1,1550,0.89200291533592,2,C,PUBLIC,7,8,603,M,0,1,198,206,Middle->Middle,M-L,0
153,10,10,IN,6,A,4,4,1,239,3,3,465,East Coast,52,56,Middle->High,0.076373879284362,185,1092,28,1,0.581834678849179,0.068043006194075,0,1060,0.973227368868338,3,B,PUBLIC,7,12,683,I,1,1,226,222,Middle->Middle,M-L,1
154,9,10,IN,8,A,5,6,1,303,11,1,370,East Coast,11,12,Middle->Middle,0.013896616353842,251,1265,6,11,0.611526787718242,0.230617855443637,0,1139,0.886044873985149,1,C,PUBLIC,6,8,660,I,0,1,275,266,Middle->Middle,M-L,0
155,7,7,OR,23,A,6,7,1,297,6,2,499,East Coast,20,23,Middle->Middle,0.037116365070147,224,2624,14,3,0.665655623560901,0.27045402947744,0,2311,0.946339755249949,2,C,PUBLIC,6,8,539,J,0,1,268,272,Middle->Middle,S-M,1
156,10,10,MN,13,A,4,4,1,234,0,2,344,East Coast,34,40,K->Middle,0.114005570331822,167,1447,18,0,0.42852051267201,0.348142366617688,0,1470,0.975731183059029,2,0,Catholic,K,8,382,N,0,1,137,119,Middle->Middle,S-M,1
157,10,10,CA,19,A,3,4,1,236,3,1,393,East Coast,9,11,Middle->Middle,0.010448347589625,162,2272,8,3,0.713488082891984,0.411986093873632,0,2316,0.917308428953353,1,B,PUBLIC,7,8,987,Q,1,1,198,189,Middle->Middle,L,1
158,5,6,CA,18,A,6,6,0,303,4,1,283,Science,8,11,Middle->Middle,0.008773893223255,202,2067,6,3,0.663639547363458,0.180825797288204,0,1784,0.93484593520858,1,B,PUBLIC,6,8,989,P,1,1,261,249,Middle->Middle,L,0
159,7,7,CA,1,A,4,4,1,208,10,4,368,CA History,117,123,PK->Middle,0.359322852132812,189,428,55,9,0.484952977480997,0.160430658982485,1,413,0.963898045658058,4,0,Private non-Christian,PK,8,327,P,0,0,0,0,Elementary->Elementary,S-M,1
160,4,8,CA,27,A,6,7,1,321,2,2,489,East Coast,46,48,Middle->Middle,0.166528359829462,244,2620,34,2,0.805984187561097,0.025376398249736,0,2467,0.977186624304576,3,B,PUBLIC,6,8,289,O,1,1,246,246,Middle->High,S,0
165,9,9,TX,14,A,6,6,1,303,11,1,438,East Coast,7,9,Middle->Middle,0.010476481852785,261,1711,2,8,0.260433987831179,0.208238404220102,0,1728,0.844531904669676,1,C,PUBLIC,6,8,775,F,0,2,406,229,Middle->Middle,M-L,0
167,8,8,IL,8,T,6,6,0,267,3,2,284,East Coast,20,19,K->Middle,0.024897775411358,220,916,7,3,0.451573412028939,0.162631833940274,0,939,0.914259865591272,2,A,PUBLIC,K,8,693,N,1,1,245,258,Middle->Middle,M-L,1
169,9,9,TX,15,A,5,6,1,464,5,2,437,East Coast,15,16,Middle->Middle,0.098835814139531,210,2109,13,8,0.935470698498755,0.622470030078922,0,2137,0.898373449768206,2,C,PUBLIC,6,8,149,E,0,1,368,368,Middle->Middle,S,0
170,7,7,TX,28,A,4,5,1,248,1,5,455,East Coast,25,35,PK->Middle,0.073902631023727,182,1859,22,1,0.71332093246543,0.144836757952623,0,2075,0.863062876771634,5,0,CHD,PK,8,404,Q,1,2,436,227,Middle->Middle,S-M,1
171,3,3,CA,20,A,5,6,1,228,5,2,358,East Coast,18,19,K->Middle,0.026624254042336,110,2654,13,3,0.695438100661142,0.052451640238849,0,2311,0.949086691775308,2,A,PUBLIC,K,8,687,Q,0,0,0,0,Elementary->Elementary,M-L,0
172,4,4,CA,8,A,5,5,0,231,1,2,343,CA History,17,19,PK->Middle,0.054519985465792,204,608,2,0,0.12552636321736,0.0,1,581,0.87185319355642,2,0,CHD,PK,8,304,J,0,1,233,240,Elementary->Elementary,S,1
173,6,6,NM,26,A,3,4,1,205,5,1,344,East Coast,12,16,Middle->Middle,0.017887324887347,155,2074,13,4,0.787132138525205,0.06691110895834,0,2177,0.976202560348952,1,C,PUBLIC,6,8,727,N,0,1,171,179,Middle->Middle,M-L,1
174,7,7,CT,13,T,5,5,1,279,19,15,355,East Coast,224,254,Middle->Middle,0.319480247691182,187,760,167,13,0.744989984355085,0.160936255169326,0,870,0.915616241842075,16,A,PUBLIC,6,8,664,Q,0,1,235,241,Middle->Middle,M-L,1
176,6,6,CA,19,A,6,7,0,278,10,7,389,Science,71,70,Middle->Middle,0.070840333967544,239,1828,44,6,0.63362140295709,0.2251751527616,0,1903,0.914887422607886,6,A,PUBLIC,6,8,1043,Q,1,1,267,263,Middle->Middle,L,1
177,10,13,CA,33,A,6,7,1,274,4,2,407,Costa Rica,12,13,High->High,0.005393530997565,205,2648,7,3,0.688347810226034,0.389438879345855,0,2430,0.870415043236598,2,C,PUBLIC,9,12,1706,J,0,2,357,265,High->High,L,0
179,4,6,TX,9,A,3,3,1,370,2,1,356,East Coast,14,16,Middle->Middle,0.016758332726032,140,2287,6,1,0.420149995551533,0.481340553297596,0,2292,0.944289877603543,1,D,PUBLIC,6,8,808,M,0,1,192,181,Middle->Middle,L,0
181,10,10,CA,10,A,5,5,1,261,6,1,445,East Coast,21,20,K->Middle,0.033819443452156,184,2076,14,3,0.633277553324418,0.210062212849754,0,2113,0.959056657884569,1,C,PUBLIC,K,8,620,Q,1,0,0,0,Middle->Middle,M-L,1
182,6,6,CA,28,A,4,5,1,227,3,7,434,East Coast,44,55,Middle->Middle,0.043399323481118,191,2353,30,5,0.667678425595084,0.323294904745469,0,2409,0.889827805320233,7,B,PUBLIC,6,8,960,O,0,1,201,209,Middle->Middle,L,1
186,12,13,MA,29,A,1,2,1,153,5,2,326,Science,21,27,High->High,0.107745034172333,90,1993,16,4,0.664559952829124,0.078331235177788,0,1804,0.961984736354624,2,0,Catholic,9,12,226,G,0,1,53,65,High->High,S,0
187,6,7,CA,19,A,4,5,0,207,5,1,208,East Coast,10,11,K->High,0.052169078970825,161,1813,6,3,0.659715271574722,0.0,0,2003,0.90275780734493,1,0,Private non-Christian,K,12,170,M,1,1,188,192,Middle->Middle,S,0
188,10,10,OR,18,A,6,7,1,292,3,3,482,East Coast,22,30,Middle->Middle,0.037836029741171,240,1792,15,3,0.496268376617101,0.297246726783238,0,1658,0.897760694043054,4,C,PUBLIC,6,8,744,M,0,1,256,275,Middle->Middle,M-L,1
189,8,8,CA,17,A,4,4,1,223,1,2,329,East Coast,19,20,K->Middle,0.096271191076867,188,2522,5,1,0.325349346840081,0.0,0,2654,0.847299309584677,2,0,Catholic,K,8,147,O,0,0,0,0,Middle->Middle,S,1
190,8,8,NV,27,A,6,7,1,293,2,1,449,East Coast,24,23,Middle->Middle,0.022309003987722,210,2576,14,2,0.54139147790235,0.441338237241799,0,2212,0.93282103909781,1,B,PUBLIC,7,8,991,P,1,1,266,269,Middle->Middle,L,1
191,6,8,TX,13,A,3,3,0,195,20,2,188,East Coast,13,13,Middle->Middle,0.013707203350717,149,2062,8,16,0.645470527955602,0.599826206155464,0,2062,0.896409497409315,2,C,PUBLIC,6,8,865,E,1,1,169,162,Middle->Middle,L,1
192,5,5,CA,8,A,5,5,1,276,0,2,368,CA History,50,57,PK->Middle,0.176889859536418,171,555,28,0,0.536616165761765,0.02003379895711,1,567,0.989960937091774,2,0,Private non-Christian,PK,6,262,Q,1,1,190,194,Elementary->Elementary,S,1
193,7,8,IA,13,A,5,6,0,245,3,2,245,East Coast,17,18,Elementary->Middle,0.059828541325538,198,1816,16,1,0.864265065146771,0.717154509636295,0,2130,0.928617335904064,2,B,PUBLIC,5,8,296,J,1,1,222,226,Middle->Middle,S,0
194,5,6,TX,13,A,6,6,1,455,4,2,476,East Coast,10,11,Middle->Middle,0.029682896703807,201,1462,7,4,0.717083456520286,0.0,0,1339,0.821877747399355,2,C,PUBLIC,6,8,326,C,0,2,438,272,Elementary->Middle,S,0
195,9,9,CA,13,A,5,6,1,283,6,7,405,East Coast,75,72,PK->Middle,0.0795043445408,183,2211,41,5,0.557684410785525,0.164613420482743,0,2036,0.925053701747923,8,0,Private non-Christian,PK,8,883,Q,0,1,263,268,Middle->Middle,L,1
196,10,13,CA,22,A,6,7,0,254,4,1,287,East Coast,3,5,High->High,0.004770205045353,185,2660,3,4,0.766456195955074,0.247026260487387,0,2945,0.830110796676497,1,B,PUBLIC,9,12,798,L,0,1,232,248,High->High,L,0
198,10,13,TX,11,A,6,6,0,291,3,2,277,East Coast,16,20,High->High,0.015726804229197,259,1883,14,3,0.816173150845841,0.132094317484595,0,1868,0.934435497126045,2,C,PUBLIC,9,12,1142,F,0,1,283,269,High->High,L,0
199,10,10,CA,21,A,6,6,1,300,14,2,398,East Coast,38,46,Middle->Middle,0.041534038205541,252,2263,17,7,0.340824299847633,0.343147206544451,0,2186,0.920478962619159,3,B,PUBLIC,6,8,1066,P,1,2,391,289,Middle->Middle,L,1
200,8,10,WA,12,A,4,4,1,229,3,1,472,East Coast,12,15,PK->Middle,0.027631188667871,151,1940,10,3,0.74076579762785,0.320455703226734,0,2019,0.933170684513908,1,0,Catholic,PK,8,528,E,1,0,0,0,Middle->Middle,S-M,0
202,7,7,MI,20,T,4,5,1,261,5,8,409,East Coast,63,81,Elementary->Middle,0.199741342641945,150,746,32,2,0.419608913703932,0.143980871691878,0,814,0.90048814584775,8,B,PUBLIC,5,8,336,J,0,1,242,249,Middle->Middle,S,1
203,9,9,OK,13,A,6,6,1,284,4,6,489,East Coast,32,44,Middle->Middle,0.036624526964875,195,1543,18,4,0.499904127334671,0.430064328518834,0,1622,0.874419456447208,6,B,PUBLIC,6,8,1003,M,0,2,434,267,Middle->Middle,L,1
204,9,9,CA,25,A,6,7,1,289,3,5,416,East Coast,45,51,Middle->Middle,0.060796717218695,230,2245,36,4,0.739651759430555,0.293552214727807,0,2168,0.920859180976659,4,A,PUBLIC,6,8,731,Q,1,1,245,244,Middle->Middle,M-L,1
205,11,13,IA,23,A,3,4,0,192,2,3,196,East Coast,27,32,High->High,0.064603879122844,134,2025,10,1,0.362529998114596,0.128385316720434,0,1871,0.893292777077266,3,B,PUBLIC,9,12,384,I,0,1,170,166,High->High,S-M,0
207,8,8,CA,22,A,6,7,1,254,8,1,620,East Coast,5,6,PK->Middle,0.070911002879649,231,2170,5,4,0.871617572316456,0.442935732690699,1,2196,0.83879457954886,1,0,CHD,PK,8,89,D,0,0,0,0,Middle->Middle,S,0
208,7,7,WA,21,A,6,7,1,314,17,3,469,East Coast,31,34,Middle->Middle,0.038381856515573,257,2384,19,13,0.662792492009423,0.385704178967243,0,2381,0.938240502664935,3,B,PUBLIC,7,8,682,L,0,2,433,255,Middle->Middle,M-L,1
209,2,2,CA,11,T,5,5,1,242,1,2,375,CA History,31,40,PK->Middle,0.089362430521328,206,577,22,0,0.578911319246482,0.318516784814713,1,597,0.902992235042302,2,0,Private non-Christian,PK,8,342,Q,0,1,253,264,Elementary->Elementary,S-M,1
210,5,7,AZ,21,A,5,6,0,255,13,3,278,East Coast,37,35,Middle->Middle,0.057143888327285,228,2096,28,14,0.795905763714,0.232815485118606,0,1809,0.891869490446278,3,B,PUBLIC,7,8,656,I,0,1,253,258,Middle->Middle,M-L,1
212,4,5,OK,13,A,6,6,1,272,5,1,500,East Coast,13,14,PK->Elementary,0.018229613941579,241,1759,13,2,0.933734423364712,0.0,0,1615,0.92274899433094,1,B,PUBLIC,PK,5,696,N,1,1,278,290,Elementary->Elementary,M-L,0
213,7,8,IN,12,T,4,5,0,235,0,1,232,East Coast,11,10,PK->Middle,0.05439124370382,181,988,5,0,0.499251516522217,0.0,0,840,0.937503822403361,1,0,Private non-Christian,PK,8,168,F,0,0,0,0,Middle->Middle,S,0
216,4,4,WA,18,A,5,5,1,267,3,4,349,East Coast,50,65,PK->High,0.080115951334647,224,2366,35,2,0.631921425863712,0.177207511337826,1,2013,0.926192001179673,4,0,Private non-Christian,PK,12,655,M,1,1,248,235,Elementary->Elementary,M-L,1
217,6,6,CA,9,A,5,6,0,287,1,2,286,East Coast,19,22,PK->Middle,0.133793690616614,202,1886,14,0,0.651628844611852,0.264404542331828,0,1879,0.880266081612208,2,0,Private non-Christian,PK,8,176,Q,0,1,243,237,Middle->Middle,S,1
218,5,5,CA,2,A,5,5,1,276,0,1,380,CA History,24,26,PK->Elementary,0.044498509185278,196,386,10,0,0.374883653618096,0.183345251615186,1,372,0.979264251307495,1,A,PUBLIC,PK,5,546,Q,0,0,0,0,Elementary->Elementary,S-M,0
219,6,6,CA,23,A,5,6,1,223,5,2,368,East Coast,17,23,K->Middle,0.027260088661913,110,2631,14,3,0.680499816357126,0.046938940835217,0,2755,0.929525651500965,2,A,PUBLIC,K,8,764,Q,0,0,0,0,Elementary->Elementary,M-L,0
221,9,9,MI,16,T,5,5,1,266,4,3,470,East Coast,41,54,K->Middle,0.103405000479239,195,675,10,0,0.213941358939089,0.022379628554385,0,720,0.894607883272408,4,C,PUBLIC,K,8,448,J,0,1,226,231,Middle->Middle,S-M,1
223,6,6,UT,27,A,4,5,1,231,11,2,336,East Coast,28,28,Middle->Middle,0.036108105772451,160,2048,13,8,0.502532359000078,0.167432180097043,0,2081,0.905019502037171,2,B,PUBLIC,7,8,708,M,1,1,204,213,Middle->Middle,M-L,0
224,7,7,CA,28,A,6,7,1,253,38,8,412,East Coast,73,92,Middle->Middle,0.151911662103072,231,2336,43,26,0.480662611374136,0.15611391575592,0,2234,0.928375577342746,8,C,PUBLIC,6,8,566,G,1,2,269,258,Middle->Middle,M-L,1
226,9,10,IN,19,T,6,6,0,253,7,5,228,East Coast,60,82,Middle->High,0.190814099334703,208,431,42,3,0.613505469674446,0.102774711416801,0,414,0.913435930643131,5,B,PUBLIC,7,12,362,J,1,1,217,216,Middle->Middle,S-M,0
227,8,11,CA,30,A,6,7,1,307,4,2,431,Costa Rica,3,6,Middle->High,0.002575561837228,233,2102,3,2,0.773586863871267,0.0,0,2373,0.695922763171243,2,B,PUBLIC,7,12,1585,O,0,2,413,282,High->High,L,0
228,8,9,CA,27,A,4,5,1,219,5,2,370,Costa Rica,18,22,Middle->Middle,0.020633934537108,170,2300,13,4,0.736320146293816,0.110039128929665,0,2499,0.929444596581597,2,C,PUBLIC,6,8,942,O,0,2,351,331,Middle->Middle,L,0
229,7,7,TN,11,A,5,5,1,283,7,6,448,East Coast,84,82,PK->Middle,0.074731540203739,203,1491,35,8,0.4881219174539,0.212554528167682,0,1499,0.940465983893987,7,0,Catholic,PK,8,879,P,1,1,283,276,Middle->Middle,L,1
230,5,6,CA,15,A,4,5,0,215,9,1,232,East Coast,10,13,K->Middle,0.072670996313332,163,1984,4,5,0.319358550225296,0.25689453356631,0,1795,0.884512259074781,1,0,Catholic,K,8,170,J,0,1,174,173,Middle->Middle,S,0
231,10,10,CA,28,A,5,6,1,358,5,6,453,East Coast,86,72,K->Middle,0.12846662025613,229,1778,38,3,0.576758835811619,0.190972600914995,1,1846,0.927293115515789,5,0,CHD,K,8,518,O,1,1,242,236,Middle->Middle,S-M,1
232,5,6,CA,16,A,3,4,0,202,2,1,177,East Coast,5,7,Middle->Middle,0.004551964505539,123,1952,3,1,0.484113903775326,0.0,0,2204,0.836956334175099,1,C,PUBLIC,6,8,1381,K,0,1,163,173,Middle->Middle,L,0
233,10,10,WY,17,A,5,6,1,314,6,1,475,East Coast,13,14,Middle->Middle,0.045578842009813,232,2334,6,3,0.493078162684773,0.201431175691179,0,2347,0.900260816095957,1,B,PUBLIC,6,8,342,Z,0,1,250,242,Middle->Middle,S,0
235,9,9,FL,16,A,4,5,1,246,3,3,279,East Coast,34,33,Middle->Middle,0.049675808445221,198,1550,23,2,0.78199542160105,0.243105119589204,0,1864,0.947706817493276,3,B,PUBLIC,6,8,665,O,0,1,240,235,Middle->Middle,M-L,1
236,4,4,CA,8,T,6,6,0,218,7,1,223,CA History,11,13,Middle->Middle,0.009841368715817,175,657,5,3,0.535033568220582,0.42530749007586,1,656,0.916561716919424,1,C,PUBLIC,6,8,1073,O,1,0,0,0,Elementary->Elementary,L,1
238,5,6,CA,3,A,5,6,1,255,3,1,393,CA History,35,43,K->Elementary,0.109637042114357,210,476,21,1,0.487645685056318,0.0941546241745,0,483,0.955277256294391,1,C,PUBLIC,K,5,412,L,0,0,0,0,Elementary->Elementary,S-M,1
239,7,7,TX,17,A,6,6,1,308,7,1,402,East Coast,11,13,Middle->Middle,0.03728246185408,225,1586,4,7,0.357614572508615,0.096918022693475,0,1491,0.875363066327787,1,D,PUBLIC,6,8,280,B,0,2,386,268,Middle->Middle,S,1
240,9,10,SC,11,A,3,4,1,200,3,3,377,East Coast,26,33,Middle->High,0.068696747884451,167,1200,25,4,0.776942128871377,0.151103042863144,0,1164,0.869155664949671,4,0,Catholic,7,12,461,L,1,2,312,187,High->High,S-M,1
242,7,7,CA,28,A,3,4,1,198,1,5,389,East Coast,55,61,PK->Middle,0.067303566941564,162,2505,36,1,0.592224236960405,0.26209453742458,1,2505,0.894531055221885,5,0,CHD,PK,8,849,Q,0,1,184,196,Middle->Middle,L,1
243,7,8,TX,12,A,6,6,1,304,3,1,446,East Coast,9,9,PK->Elementary,0.01329133701891,224,1867,5,0,0.646132416338858,0.50376424972904,0,1841,0.912926399132198,1,B,PUBLIC,PK,5,596,M,0,1,257,263,Elementary->Middle,M-L,0
244,8,8,UT,15,A,5,5,1,268,0,1,442,East Coast,14,16,PK->Middle,0.073214753884622,217,1847,10,0,0.785382184692437,0.290255574348568,0,1841,0.943513018866851,1,0,CHD,PK,8,194,Q,0,1,239,248,Middle->Middle,S,1
245,5,5,CA,3,A,6,6,0,247,3,1,282,CA History,28,25,K->Elementary,0.039507075168434,221,417,11,2,0.451798159782348,0.092009433317836,1,424,0.941436482383262,1,C,PUBLIC,K,5,558,L,0,1,241,230,Elementary->Elementary,M-L,1
246,5,7,WA,23,A,4,5,0,527,2,3,601,East Coast,20,27,Middle->High,0.076971768081414,180,2339,1,1,0.044341166402257,0.134874173443521,0,2181,0.921988385163725,3,C,PUBLIC,7,12,291,F,0,1,232,235,Middle->Middle,S,0
247,6,7,WA,27,A,6,7,1,271,3,1,474,East Coast,16,17,K->High,0.044910682309665,166,2379,9,3,0.529353017992942,0.397929187471748,0,2788,0.903103642092831,1,0,Private non-Christian,K,12,393,L,1,1,273,266,Middle->Middle,S-M,0
248,7,9,CO,15,A,6,6,1,308,8,2,438,East Coast,30,35,Middle->Middle,0.066898811923342,229,1795,21,4,0.724416209879855,0.27100578573186,0,1652,0.914957009100159,2,B,PUBLIC,6,8,409,F,1,1,265,264,Middle->Middle,S-M,0
250,10,10,CA,17,A,4,5,1,222,4,5,374,East Coast,38,39,Middle->Middle,0.027807999540229,180,2340,26,4,0.710879660611282,0.17354611832294,0,2362,0.919615910489433,5,B,PUBLIC,6,8,1522,P,0,1,206,222,Middle->Middle,L,1
251,2,2,CA,11,A,5,5,0,260,3,1,350,CA History,14,17,Middle->Middle,0.161003948108062,189,802,3,3,0.181498904135678,0.0,1,762,0.959302092389999,1,0,CHD,7,8,106,P,1,0,0,0,Elementary->Elementary,S,1
252,6,6,AZ,20,A,3,4,1,218,9,8,422,East Coast,39,55,K->Middle,0.081593869612913,178,1840,29,5,0.610031385045439,0.231317506500132,0,1694,0.864196834338591,8,0,Catholic,K,8,571,P,1,2,176,173,Middle->Middle,M-L,1
253,4,6,TX,12,A,6,7,1,284,4,2,397,Science,15,18,K->Middle,0.025119758571477,217,2541,13,4,0.83013651007537,0.170211641728357,0,2417,0.860390356284882,2,0,Catholic,K,8,699,N,1,1,285,276,Middle->Middle,M-L,0
254,7,7,KS,7,A,3,3,1,209,2,4,307,East Coast,56,65,PK->High,0.062092935113298,132,1378,38,1,0.589389084578283,0.171425275337927,0,1448,0.983310218228512,4,0,Private non-Christian,PK,12,1044,Z,1,1,166,164,Middle->Middle,L,1
257,6,7,AL,14,A,3,3,1,194,10,5,365,East Coast,20,32,K->Middle,0.016249512787143,133,1992,13,9,0.541287293827751,0.173347004569837,0,1944,0.899026869440504,4,C,PUBLIC,K,8,1596,E,1,2,324,194,Elementary->Middle,L,1
260,8,9,AZ,17,A,5,6,1,310,11,4,496,East Coast,13,17,Middle->Middle,0.01255012551209,246,1779,12,7,0.775727747258991,0.363491411940002,0,1660,0.804251716505083,3,B,PUBLIC,7,8,1205,N,1,2,429,269,Middle->Middle,L,1
261,9,9,CA,20,A,6,7,1,418,7,3,434,East Coast,32,32,Middle->Middle,0.02362229288912,246,2061,17,6,0.549225581051755,0.127626522363387,0,1974,0.947370727337801,3,C,PUBLIC,6,8,1150,L,1,1,270,264,Middle->Middle,L,1
262,8,10,FL,19,A,3,3,1,162,8,4,345,East Coast,54,57,Middle->Middle,0.045020708023482,155,1281,33,7,0.711627545890743,0.349776513640446,0,1233,0.913360827331588,5,B,PUBLIC,6,8,1065,K,1,0,0,0,Middle->Middle,L,1
263,10,10,TX,13,A,4,5,1,259,3,2,353,East Coast,16,16,PK->Middle,0.074312669000981,195,1907,10,2,0.669158193494141,0.228555457793945,0,1705,0.87097526062823,2,0,CHD,PK,8,165,L,1,1,241,251,Middle->Middle,S,0
264,7,8,WI,20,A,6,7,1,276,0,1,501,Science,8,8,Middle->High,0.034274481980422,245,2063,6,0,0.846352122056361,0.305556576541615,0,2015,0.897469613334525,1,B,PUBLIC,7,12,215,M,1,2,490,276,Middle->Middle,S,0
266,6,6,IL,12,A,2,3,1,200,8,12,392,East Coast,93,108,Middle->Middle,0.157972983198353,136,1209,76,5,0.763613659100676,0.296555643635259,0,1111,0.870194313977118,9,A,PUBLIC,6,8,623,Q,1,0,0,0,Middle->Middle,M-L,1
268,4,6,TX,14,A,3,3,0,201,6,1,192,East Coast,6,8,K->Middle,0.041597578800893,130,1434,7,1,0.954127435607619,0.138838004602995,0,1543,0.918233765376742,1,A,PUBLIC,K,6,174,E,1,2,189,158,Middle->Middle,S,0
269,8,9,CA,11,A,4,5,1,248,3,3,415,East Coast,27,25,Middle->Middle,0.068164276224613,184,2076,9,3,0.394785025884319,0.069627685090019,0,2379,0.927129558510377,3,B,PUBLIC,6,8,360,J,0,1,229,228,Middle->Middle,S,0
270,8,8,IN,10,A,3,4,1,226,4,2,406,East Coast,27,26,Elementary->Middle,0.020770396894341,144,1240,14,2,0.570385642925459,0.181982874264462,0,1244,0.959433847650435,2,C,PUBLIC,5,6,996,C,0,1,195,186,Middle->Middle,L,1
271,7,8,IL,17,A,6,6,1,296,4,1,452,East Coast,2,4,PK->Middle,0.011532219662878,214,1600,2,4,0.640268268370557,0.370505655479169,0,1485,0.725908358945073,1,B,PUBLIC,PK,8,240,F,0,1,379,388,Middle->Middle,S,0
272,9,9,TX,14,A,3,3,1,190,2,1,400,East Coast,21,20,K->High,0.04357878000634,157,1460,8,1,0.434185264457526,0.229872918129462,0,1658,0.96627388222917,1,0,Private non-Christian,K,12,408,C,0,1,283,298,Middle->Middle,S-M,1
273,8,12,TX,19,A,4,5,0,259,0,2,246,East Coast,10,11,Middle->High,0.165063632123962,178,2498,7,0,0.772457575884257,0.0,0,2633,0.804008172674882,2,0,Private non-Christian,8,12,64,M,0,0,0,0,Middle->High,S,0
274,9,10,GA,9,A,3,3,0,157,4,1,161,East Coast,10,10,High->High,0.00376521380914,145,729,4,2,0.384454414017861,0.235921561933125,0,766,0.950333334076154,1,B,PUBLIC,9,12,2684,N,0,1,165,159,High->High,L,0
275,8,9,NY,10,A,5,5,1,266,8,7,471,East Coast,110,103,Middle->Middle,0.191880972699979,187,1153,94,10,0.830437388855816,0.299250716141344,0,1054,0.930804403299046,7,B,PUBLIC,6,8,555,M,0,1,229,240,Middle->Middle,S-M,0
276,9,10,IL,9,A,6,6,1,272,3,4,500,East Coast,57,48,Middle->Middle,0.194826921256839,247,1465,37,1,0.80751553854012,0.31410562330841,0,1428,0.866746333752868,5,B,PUBLIC,6,8,245,K,0,2,453,259,Middle->Middle,S,0
277,9,10,CA,22,A,4,5,1,375,4,1,392,East Coast,5,6,Middle->Middle,0.004952513976976,186,2122,2,5,0.419509769109132,0.218744353740325,0,2241,0.805459336139173,1,B,PUBLIC,6,8,928,Q,0,1,212,200,Middle->Middle,L,0
278,6,8,TX,20,A,3,3,1,222,2,2,434,East Coast,23,22,PK->Middle,0.11157726666672,171,1680,9,2,0.411428774821241,0.148168744986691,0,1860,0.916828999974396,2,0,CHD,PK,8,188,A,1,1,195,196,Middle->Middle,S,0
279,3,3,GA,9,T,3,4,0,235,5,7,243,East Coast,59,66,K->Elementary,0.055084050396703,143,408,34,6,0.528454891668984,0.143180938272436,0,467,0.922625010786514,7,B,PUBLIC,K,5,986,O,0,1,221,213,Elementary->Elementary,L,1
280,7,7,CA,17,A,6,6,1,292,17,8,469,East Coast,120,120,Middle->Middle,0.204778263724678,243,1791,55,10,0.453339674289931,0.287901044164252,0,1676,0.983360794923592,7,B,PUBLIC,6,8,499,N,0,1,283,287,Middle->Middle,S-M,1
281,6,7,TX,17,A,4,5,0,228,3,1,240,East Coast,10,11,PK->Middle,0.067990118732473,174,1758,9,4,0.924870519121525,0.0,0,1784,0.871697159825394,1,0,CHD,PK,8,150,Z,1,1,195,188,Middle->Middle,S,0
283,5,6,CA,10,A,5,6,0,361,5,1,353,East Coast,13,14,K->Middle,0.04623120522128,184,2025,8,3,0.641986973414867,0.363578439954081,0,1833,0.928230374165806,1,0,Catholic,K,8,240,F,0,2,351,227,Middle->Middle,S,0
284,3,3,CA,9,T,4,5,0,232,0,1,364,CA History,11,14,PK->Middle,0.033799501256917,142,636,1,0,0.079290457882318,0.0,0,643,0.88269944646661,1,0,CHD,PK,8,427,M,1,0,0,0,Elementary->Elementary,S-M,1
285,9,9,TX,7,A,5,5,1,241,2,2,254,East Coast,7,8,Middle->Middle,0.016341234379416,188,1569,5,0,0.678776553404111,0.0,0,1576,0.755688676846175,2,D,PUBLIC,6,8,462,B,0,1,225,213,Middle->Middle,S-M,0
286,7,7,IL,17,A,6,6,0,175,7,8,168,East Coast,73,75,Middle->Middle,0.130109711351639,107,1144,61,2,0.818852011242051,0.255087327683664,0,1114,0.923977347579056,7,B,PUBLIC,7,8,550,I,0,0,0,0,Middle->Middle,S-M,1
287,7,7,IN,14,A,4,4,1,228,8,3,354,East Coast,58,52,Middle->Middle,0.250472276141275,188,1158,47,4,0.82639833933651,0.243040683856414,0,1033,0.955059238150009,3,B,PUBLIC,6,8,198,G,1,1,216,217,Middle->Middle,S,0
