ID_CRM,Poverty_Code,Region,CRM_Segment,School_Type,Parent_Meeting_Flag,MDR_Low_Grade,MDR_High_Grade,Total_School_Enrollment,Income_Level,SPR_New_Existing,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,SchoolSizeIndicator
0187M,0,Southern California,10,Private non-Christian,1,K,12,170,M,1,1,10/12/2018,10/08/2018,188,192,Middle,Middle,Middle->Middle,S
01883H,0,Other,4,PUBLIC,1,K,6,0,H,1,1,10/21/2018,10/26/2018,230,225,High,High,High->High,
01886E,0,Pacific Northwest,5,Catholic,0,PK,8,565,E,0,0,,,,,Middle,Middle,Middle->Middle,S-M
01893I,0,Other,5,Private non-Christian,1,PK,12,827,I,1,2,05/16/2018,08/14/2018,372,282,Middle,Middle,Middle->Middle,L
01896O,0,Northern California,1,Private non-Christian,1,PK,8,100,O,0,1,09/02/2018,08/31/2018,251,253,Middle,Middle,Middle->Middle,S
018990,0,Houston,7,PUBLIC,0,0,NA,0,0,0,0,,,,,Undefined,Undefined,Undefined->Undefined,
0189O,0,Northern California,10,Catholic,0,K,8,147,O,0,0,,,,,Middle,Middle,Middle->Middle,S
01904D,0,Houston,7,Private non-Christian,0,K,12,541,D,0,0,,,,,High,High,High->High,S-M
019080,0,Other,7,PUBLIC,1,0,NA,0,0,0,1,09/12/2018,08/30/2018,195,208,Middle,Middle,Middle->Middle,
01909O,0,Northern California,5,Catholic,1,K,8,291,O,1,2,03/10/2018,09/10/2018,414,230,Middle,Middle,Middle->Middle,S
01917I,0,Northern California,10,CHD,1,PK,8,103,I,0,2,08/01/2018,09/06/2018,275,239,Middle,Middle,Middle->Middle,S
01919O,0,Northern California,5,Catholic,0,K,8,267,O,0,0,,,,,Middle,Middle,Middle->Middle,S
01921N,0,Other,5,Catholic,1,PK,8,643,N,1,1,09/20/2018,09/11/2018,241,250,Middle,Middle,Middle->Middle,M-L
01929F,0,Other,1,Catholic,1,PK,7,274,F,0,1,09/05/2018,09/19/2018,231,217,Middle,Middle,Middle->Middle,S
0192Q,0,Southern California,4,Private non-Christian,1,PK,6,262,Q,1,1,11/02/2018,10/29/2018,190,194,Elementary,Elementary,Elementary->Elementary,S
01943L,0,Pacific Northwest,10,CHD,0,PK,11,211,L,1,0,,,,,High,High,High->High,S
01946P,0,Southern California,5,CHD,1,PK,8,212,P,0,2,05/19/2018,09/28/2018,345,213,Middle,Middle,Middle->Middle,S
01947J,0,Other,9,CHD,1,PK,8,234,J,0,2,03/11/2018,10/29/2018,443,211,Middle,Middle,Middle->Middle,S
01951P,0,Southern California,10,CHD,1,PK,8,260,P,0,1,09/02/2018,09/16/2018,214,200,Middle,Middle,Middle->Middle,S
01955O,0,Southern California,5,Catholic,1,K,8,316,O,1,1,08/25/2018,08/27/2018,288,286,Middle,Middle,Middle->Middle,S
0195Q,0,Southern California,5,Private non-Christian,1,PK,8,883,Q,0,1,08/31/2018,08/26/2018,263,268,Middle,Middle,Middle->Middle,L
01964P,0,Southern California,5,CHD,1,K,8,454,P,1,1,09/14/2018,09/19/2018,197,192,Middle,Middle,Middle->Middle,S-M
01965P,0,Houston,9,Catholic,1,PK,8,204,P,0,1,09/20/2018,09/09/2018,179,190,Middle,Middle,Middle->Middle,S
01978I,0,Other,1,Catholic,1,K,8,47,I,1,2,04/19/2018,08/29/2018,375,243,Middle,Middle,Middle->Middle,S
01980P,0,Southern California,5,CHD,1,K,8,439,P,1,1,09/23/2018,09/13/2018,181,191,Middle,Middle,Middle->Middle,S-M
01984Q,0,Houston,11,Catholic,1,PK,8,226,Q,0,2,09/02/2018,10/17/2018,189,144,Middle,Middle,Middle->Middle,S
01986N,0,Other,4,Catholic,1,PK,8,217,N,1,1,09/04/2018,09/20/2018,218,202,Middle,Middle,Middle->Middle,S
01994P,0,Southern California,5,CHD,1,K,12,857,P,1,1,09/03/2018,09/05/2018,217,215,Middle,Middle,Middle->Middle,L
01995P,0,Southern California,5,Private non-Christian,0,PK,8,341,P,0,0,,,,,Elementary,Elementary,Elementary->Elementary,S-M
02003Q,0,Southern California,4,Private non-Christian,1,K,6,263,Q,0,1,09/28/2018,09/28/2018,232,232,Elementary,Elementary,Elementary->Elementary,S
0200E,0,Pacific Northwest,5,Catholic,0,PK,8,528,E,1,0,,,,,Middle,Middle,Middle->Middle,S-M
02010E,0,Dallas,10,Catholic,1,PK,8,340,E,1,2,05/29/2018,09/28/2018,371,249,Middle,Middle,Middle->Middle,S-M
02012P,0,Other,5,Catholic,1,PK,8,377,P,0,2,05/19/2018,09/15/2018,350,231,Middle,Middle,Middle->Middle,S-M
02013L,0,Southern California,10,Catholic,1,K,8,183,L,1,1,09/13/2018,09/08/2018,236,241,Elementary,Elementary,Elementary->Elementary,S
02015L,0,Other,10,Catholic,1,7,8,289,L,0,1,08/31/2018,09/06/2018,229,223,Middle,Middle,Middle->Middle,S
02019Q,0,Northern California,5,Private non-Christian,1,K,8,251,Q,0,1,09/19/2018,09/28/2018,253,244,Middle,Middle,Middle->Middle,S
0201J,0,Other,4,CHD,1,PK,6,0,J,0,1,09/30/2018,09/27/2018,241,244,Middle,Middle,Middle->Middle,
02023I,0,Other,1,CHD,1,K,9,115,I,1,2,09/15/2018,10/26/2018,198,157,Elementary,High,Elementary->High,S
02024N,0,Other,2,Catholic,1,PK,8,220,N,0,1,05/05/2018,05/09/2018,388,384,Middle,Middle,Middle->Middle,S
020290,0,Northern California,7,CHD,1,0,NA,0,0,1,2,05/14/2018,09/30/2018,322,183,Middle,Middle,Middle->Middle,
02035L,0,Northern California,9,Catholic,1,PK,8,183,L,0,2,03/05/2018,09/04/2018,422,239,Middle,Middle,Middle->Middle,S
02037P,0,Southern California,4,CHD,0,PK,6,182,P,0,0,,,,,Elementary,Elementary,Elementary->Elementary,S
02039F,0,Other,1,Catholic,1,PK,7,265,F,1,1,09/17/2018,09/14/2018,215,218,Middle,Middle,Middle->Middle,S
020400,0,Southern California,3,PUBLIC,0,0,NA,0,0,0,0,,,,,Elementary,Middle,Elementary->Middle,
02045E,0,Northern California,5,Catholic,1,K,8,173,E,0,1,08/20/2018,08/31/2018,249,238,Middle,Middle,Middle->Middle,S
02051P,0,Northern California,1,Private non-Christian,0,PK,8,123,P,1,0,,,,,Middle,Undefined,Middle->Undefined,S
02054Q,0,Southern California,5,CHD,1,PK,8,549,Q,1,1,09/16/2018,09/12/2018,235,239,Elementary,Elementary,Elementary->Elementary,S-M
02058M,0,Northern California,5,Catholic,1,K,8,328,M,1,1,08/18/2018,08/13/2018,201,206,Middle,Middle,Middle->Middle,S
02061Q,0,Other,9,CHD,0,K,12,939,Q,0,0,,,,,Middle,Middle,Middle->Middle,L
02062P,0,Southern California,4,CHD,1,K,8,174,P,1,2,05/11/2018,10/12/2018,388,234,Middle,Middle,Middle->Middle,S
02067K,0,Other,1,CHD,1,PK,8,119,K,0,2,05/07/2018,09/09/2018,367,242,Middle,Middle,Middle->Middle,S
02070J,0,Other,2,Catholic,1,PK,8,217,J,0,1,09/13/2018,09/05/2018,277,285,Undefined,Undefined,Undefined->Undefined,S
02076N,0,Other,8,Catholic,0,9,12,676,N,1,0,,,,,Undefined,Undefined,Undefined->Undefined,M-L
0207D,0,Southern California,1,CHD,0,PK,8,89,D,0,0,,,,,Middle,Middle,Middle->Middle,S
02082Q,0,Northern California,5,Private non-Christian,1,PK,8,316,Q,0,1,09/08/2018,09/03/2018,253,258,Middle,Middle,Middle->Middle,S-M
02084Q,0,Northern California,9,Private non-Christian,1,6,8,47,Q,0,1,09/26/2018,10/04/2018,215,207,Middle,Middle,Middle->Middle,S
02088M,0,Southern California,5,Private non-Christian,0,PK,8,257,M,0,0,,,,,Elementary,Elementary,Elementary->Elementary,S
02090M,0,Other,5,Private non-Christian,1,PK,12,704,M,1,1,09/12/2018,10/01/2018,263,244,Middle,Middle,Middle->Middle,M-L
0209Q,0,Northern California,5,Private non-Christian,1,PK,8,342,Q,0,1,09/08/2018,08/28/2018,253,264,Elementary,Elementary,Elementary->Elementary,S-M
020I,0,Other,5,Private non-Christian,1,PK,12,827,I,1,2,04/30/2018,08/14/2018,382,276,Middle,Middle,Middle->Middle,L
02101E,0,Other,2,Private non-Christian,1,PK,8,382,E,1,1,09/04/2018,09/02/2018,242,244,Middle,Middle,Middle->Middle,S-M
02110A,0,Other,10,Catholic,1,K,8,357,A,0,1,09/30/2018,09/10/2018,208,228,Middle,Middle,Middle->Middle,S-M
02114J,0,Other,5,PUBLIC,0,K,8,0,J,1,0,,,,,Middle,Middle,Middle->Middle,
02119Q,0,Houston,5,CHD,1,PK,8,713,Q,0,1,09/08/2018,09/20/2018,245,233,Middle,Middle,Middle->Middle,M-L
02127G,0,Other,1,Private non-Christian,1,PK,8,135,G,0,1,07/29/2018,08/12/2018,245,231,Middle,Middle,Middle->Middle,S
02134O,0,Other,11,CHD,1,PK,8,391,O,0,2,03/01/2018,10/02/2018,439,224,Middle,Middle,Middle->Middle,S-M
021390,0,Other,7,CHD,1,0,NA,0,0,1,1,09/03/2018,09/02/2018,256,257,Middle,Middle,Middle->Middle,
0213F,0,Other,9,Private non-Christian,0,PK,8,168,F,0,0,,,,,Middle,Middle,Middle->Middle,S
02147P,0,Southern California,9,CHD,1,PK,8,186,P,1,1,08/31/2018,08/25/2018,240,246,Middle,Middle,Middle->Middle,S
02148L,0,Dallas,9,CHD,1,PK,11,175,L,0,2,05/08/2018,08/10/2018,400,306,Middle,Middle,Middle->Middle,S
021580,0,Other,8,PUBLIC,1,0,NA,0,0,1,1,09/09/2018,09/08/2018,184,185,Middle,Middle,Middle->Middle,
02167J,0,Other,2,Catholic,1,PK,8,221,J,1,1,09/22/2018,09/16/2018,268,274,Undefined,Undefined,Undefined->Undefined,S
0216M,0,Pacific Northwest,5,Private non-Christian,1,PK,12,655,M,1,1,08/28/2018,09/10/2018,248,235,Elementary,Elementary,Elementary->Elementary,M-L
02170M,0,Other,5,Catholic,1,K,8,486,M,1,1,08/04/2018,08/19/2018,262,247,Middle,Middle,Middle->Middle,S-M
02174N,0,Other,10,Catholic,1,PK,8,784,N,0,1,10/19/2018,10/10/2018,194,203,Middle,Middle,Middle->Middle,L
0217Q,0,Southern California,10,Private non-Christian,1,PK,8,176,Q,0,1,09/30/2018,10/06/2018,243,237,Middle,Middle,Middle->Middle,S
02183J,0,Southern California,4,Private non-Christian,0,K,6,224,J,1,0,,,,,Elementary,Elementary,Elementary->Elementary,S
02185Q,0,Southern California,5,Catholic,1,K,8,561,Q,0,1,09/22/2018,09/24/2018,233,231,Elementary,Elementary,Elementary->Elementary,S-M
02187Q,0,Other,5,Catholic,1,PK,8,698,Q,0,2,04/10/2018,09/22/2018,313,148,Middle,Middle,Middle->Middle,M-L
02192O,0,Southern California,9,Private non-Christian,1,PK,12,288,O,0,1,09/15/2018,09/04/2018,235,246,Middle,Middle,Middle->Middle,S
02193P,0,Southern California,10,CHD,1,K,8,172,P,0,1,10/08/2018,10/16/2018,221,213,Elementary,Elementary,Elementary->Elementary,S
02197A,0,Other,2,Private non-Christian,1,PK,8,239,A,1,1,09/23/2018,09/20/2018,169,172,Middle,Middle,Middle->Middle,S
02198P,0,Other,5,Catholic,1,PK,8,722,P,1,1,08/28/2018,09/03/2018,234,228,Middle,Middle,Middle->Middle,M-L
02200,0,Other,7,CHD,0,0,NA,0,0,1,0,,,,,Middle,Middle,Middle->Middle,
02202J,0,Northern California,10,Catholic,1,K,8,164,J,0,1,09/05/2018,09/05/2018,210,210,Middle,Middle,Middle->Middle,S
022050,0,Dallas,7,CHD,1,0,NA,0,0,1,2,09/14/2018,10/09/2018,176,151,Middle,Middle,Middle->Middle,
02214O,0,Other,2,CHD,1,6,12,200,O,0,2,04/22/2018,10/06/2018,325,158,Middle,Middle,Middle->Middle,S
02220,0,Houston,6,PUBLIC,0,0,NA,0,0,1,0,,,,,Undefined,Undefined,Undefined->Undefined,
022240,0,Southern California,7,PUBLIC,0,0,NA,0,0,0,0,,,,,Elementary,Elementary,Elementary->Elementary,
02227M,0,Southern California,5,CHD,1,PK,12,478,M,0,1,09/17/2018,09/20/2018,194,191,Middle,Middle,Middle->Middle,S-M
02231I,0,Other,11,CHD,1,PK,8,189,I,0,1,08/21/2018,08/29/2018,236,228,Middle,Middle,Middle->Middle,S
02235O,0,Northern California,5,Catholic,1,K,8,594,O,0,1,09/11/2018,09/13/2018,219,217,Middle,Middle,Middle->Middle,M-L
02239Q,0,Southern California,5,Private non-Christian,1,PK,8,509,Q,1,1,11/07/2018,10/27/2018,159,170,Elementary,Elementary,Elementary->Elementary,S-M
02244K,0,Southern California,5,CHD,1,K,8,254,K,0,1,08/15/2018,08/17/2018,279,277,Middle,Middle,Middle->Middle,S
02246M,0,Southern California,5,Catholic,1,K,8,262,M,1,2,04/29/2018,09/10/2018,361,227,Middle,Middle,Middle->Middle,S
02247Z,0,Other,5,CHD,1,PK,12,413,Z,1,1,08/29/2018,08/20/2018,276,285,Middle,High,Middle->High,S-M
02259Q,0,Northern California,5,Private non-Christian,1,6,8,163,Q,1,1,09/05/2018,09/08/2018,203,200,Middle,Middle,Middle->Middle,S
0225O,0,Southern California,5,CHD,1,PK,8,681,O,1,1,09/06/2018,09/17/2018,271,260,Middle,Undefined,Middle->Undefined,M-L
02268F,0,Southern California,5,Private non-Christian,1,K,8,599,F,0,2,04/30/2018,09/10/2018,385,252,Middle,Middle,Middle->Middle,S-M
02269F,0,Pacific Northwest,5,CHD,1,PK,12,1157,F,0,1,09/15/2018,09/13/2018,221,223,Middle,Middle,Middle->Middle,L
02270Q,0,Other,10,Private non-Christian,1,PK,9,368,Q,1,1,10/13/2018,10/20/2018,182,175,High,High,High->High,S-M
02280Q,0,Southern California,5,CHD,0,K,8,280,Q,1,0,,,,,Elementary,Elementary,Elementary->Elementary,S
02293K,0,Northern California,10,CHD,1,PK,12,378,K,1,1,08/27/2018,09/02/2018,227,221,Middle,Middle,Middle->Middle,S-M
02295M,0,Other,2,CHD,1,K,8,358,M,1,1,10/22/2018,10/29/2018,135,128,Elementary,Middle,Elementary->Middle,S
02298G,0,Pacific Northwest,10,CHD,1,PK,12,331,G,0,1,09/20/2018,10/07/2018,272,255,Middle,Middle,Middle->Middle,S
02299J,0,Southern California,9,CHD,1,9,12,519,J,1,2,06/02/2018,06/01/2019,383,19,Undefined,Undefined,Undefined->Undefined,S-M
0229P,0,Other,2,Catholic,1,PK,8,879,P,1,1,08/07/2018,08/14/2018,283,276,Middle,Middle,Middle->Middle,L
02301B,0,Other,11,CHD,1,PK,12,318,B,0,1,10/01/2018,09/26/2018,154,159,Middle,Middle,Middle->Middle,S
02302K,0,Southern California,12,CHD,1,PK,8,101,K,1,2,05/12/2018,08/23/2018,343,240,Elementary,Elementary,Elementary->Elementary,S
02306Q,0,Northern California,5,Catholic,1,K,8,295,Q,0,2,06/04/2018,09/06/2018,326,232,Middle,Middle,Middle->Middle,S
0230J,0,Southern California,10,Catholic,1,K,8,170,J,0,1,10/29/2018,10/30/2018,174,173,Middle,Middle,Middle->Middle,S
02312F,0,Pacific Northwest,10,Catholic,1,PK,8,179,F,0,2,04/21/2018,09/15/2018,371,224,Middle,Middle,Middle->Middle,S
0231O,0,Southern California,5,CHD,1,K,8,518,O,1,1,09/19/2018,09/25/2018,242,236,Middle,Middle,Middle->Middle,S-M
02320M,0,Northern California,5,Catholic,1,PK,8,315,M,1,1,09/11/2018,09/28/2018,224,207,Middle,Middle,Middle->Middle,S-M
02321Q,0,Southern California,5,Private non-Christian,1,PK,8,315,Q,1,1,09/19/2018,09/22/2018,190,187,Elementary,Elementary,Elementary->Elementary,S
02331O,0,Other,2,CHD,1,6,12,212,O,1,2,04/20/2018,10/04/2018,336,169,Middle,Middle,Middle->Middle,S
02333O,0,Pacific Northwest,5,CHD,1,PK,12,1208,O,1,1,09/06/2018,09/21/2018,228,213,Middle,Middle,Middle->Middle,L
02338M,0,Southern California,1,Private non-Christian,1,K,8,75,M,0,1,09/21/2018,09/17/2018,211,215,Middle,Middle,Middle->Middle,S
02342H,0,Houston,1,Catholic,1,PK,8,149,H,0,1,09/07/2018,08/30/2018,246,254,Undefined,Undefined,Undefined->Undefined,S
02370O,0,Southern California,5,CHD,1,K,8,501,O,0,1,09/18/2018,09/18/2018,233,233,Elementary,Elementary,Elementary->Elementary,S-M
02371N,0,Southern California,4,CHD,0,PK,6,429,N,0,0,,,,,Elementary,Elementary,Elementary->Elementary,S-M
02376M,0,Other,5,Catholic,1,K,8,619,M,1,2,05/10/2018,09/12/2018,398,273,Middle,Middle,Middle->Middle,M-L
023780,0,Other,7,CHD,1,0,NA,0,0,1,2,09/07/2018,09/06/2018,282,283,Elementary,Middle,Elementary->Middle,
02386M,0,Northern California,5,Catholic,1,K,8,295,M,1,2,03/04/2018,09/15/2018,465,270,Elementary,Middle,Elementary->Middle,S
02391J,0,Southern California,11,Catholic,1,K,8,160,J,1,1,10/12/2018,10/27/2018,185,170,Middle,Middle,Middle->Middle,S
02392Q,0,Southern California,5,Private non-Christian,1,K,8,370,Q,1,1,09/24/2018,09/23/2018,195,196,Middle,Middle,Middle->Middle,S-M
023M,0,Other,5,Private non-Christian,1,6,8,454,M,1,2,10/03/2018,10/13/2018,215,205,Middle,Middle,Middle->Middle,S-M
02406O,0,Southern California,5,Catholic,1,K,8,269,O,1,2,06/03/2018,09/12/2018,372,271,Middle,Middle,Middle->Middle,S
02407P,0,Southern California,5,Private non-Christian,1,PK,12,1065,P,1,1,08/14/2018,08/31/2018,261,244,Elementary,Elementary,Elementary->Elementary,L
0240L,0,Other,10,Catholic,1,7,12,461,L,1,2,05/20/2018,09/22/2018,312,187,High,High,High->High,S-M
02412J,0,Southern California,4,Private non-Christian,0,K,6,224,J,0,0,,,,,Elementary,Elementary,Elementary->Elementary,S
02413L,0,Other,5,Private non-Christian,1,K,12,1594,L,1,1,09/07/2018,09/01/2018,189,195,Middle,Middle,Middle->Middle,L
02416I,0,Pacific Northwest,4,Private non-Christian,1,PK,6,57,I,1,1,10/16/2018,10/26/2018,152,142,Elementary,Middle,Elementary->Middle,S
02420Q,0,Other,5,Catholic,1,PK,12,910,Q,0,1,11/03/2018,11/01/2018,212,214,Middle,Middle,Middle->Middle,L
02424P,0,Houston,5,CHD,1,PK,12,327,P,1,2,05/23/2018,09/01/2018,319,218,High,High,High->High,S-M
02425P,0,Southern California,12,CHD,1,K,8,182,P,0,1,10/24/2018,10/22/2018,206,208,Elementary,Elementary,Elementary->Elementary,S
02428I,0,Other,7,Private non-Christian,1,0,NA,102,I,0,1,09/11/2018,09/07/2018,255,259,High,High,High->High,S
0242Q,0,Northern California,5,CHD,1,PK,8,849,Q,0,1,09/06/2018,08/25/2018,184,196,Middle,Middle,Middle->Middle,L
02433Q,0,Northern California,5,Private non-Christian,1,PK,8,362,Q,0,1,09/13/2018,09/12/2018,240,241,Middle,Middle,Middle->Middle,S-M
02435O,0,Pacific Northwest,9,Catholic,1,9,12,530,O,1,1,10/05/2018,09/27/2018,194,202,High,High,High->High,S-M
02436J,0,Other,5,Catholic,1,K,8,847,J,0,2,04/23/2018,09/13/2018,404,261,Middle,Middle,Middle->Middle,M-L
02437C,0,Houston,10,CHD,0,PK,8,212,C,0,0,,,,,Middle,Middle,Middle->Middle,S
02438J,0,Southern California,5,PUBLIC,1,PK,8,0,J,0,2,02/10/2018,08/28/2018,432,233,Middle,Middle,Middle->Middle,
02445P,0,Southern California,5,CHD,1,PK,8,336,P,0,1,09/22/2018,09/05/2018,210,227,Elementary,Elementary,Elementary->Elementary,S
02446P5,0,Northern California,7,PUBLIC,1,0,NA,0,P5,0,1,09/05/2018,09/13/2018,154,146,Elementary,Elementary,Elementary->Elementary,
0244Q,0,Other,10,CHD,1,PK,8,194,Q,0,1,09/08/2018,08/30/2018,239,248,Middle,Middle,Middle->Middle,S
02454P,0,Southern California,10,Private non-Christian,0,K,8,166,P,0,0,,,,,Middle,Middle,Middle->Middle,S
02457F,0,Other,7,Private non-Christian,0,PK,12,1035,F,0,0,,,,,Middle,Middle,Middle->Middle,L
02460N,0,Other,4,CHD,1,PK,8,370,N,1,1,09/10/2018,09/17/2018,220,213,Middle,Middle,Middle->Middle,S-M
02467L,0,Other,6,Private non-Christian,1,PK,12,993,L,0,1,02/24/2019,02/12/2019,13,25,High,High,High->High,L
02469L,0,Pacific Northwest,9,Private non-Christian,1,PK,8,189,L,0,1,09/17/2018,09/17/2018,188,188,Middle,Middle,Middle->Middle,S
0247L,0,Pacific Northwest,5,Private non-Christian,1,K,12,393,L,1,1,09/10/2018,09/17/2018,273,266,Middle,Middle,Middle->Middle,S-M
02480G,0,Southern California,4,CHD,1,PK,6,75,G,1,1,09/25/2018,09/25/2018,235,235,Elementary,Elementary,Elementary->Elementary,S
02490C,0,Other,2,CHD,1,PK,12,191,C,1,2,04/13/2018,08/31/2018,402,262,Middle,Middle,Middle->Middle,S
02492Q,0,Southern California,5,Catholic,1,K,8,659,Q,0,2,04/24/2018,10/15/2018,408,234,Middle,Middle,Middle->Middle,M-L
0249P,0,Other,4,Private non-Christian,1,PK,6,327,P,1,1,08/27/2018,08/23/2018,277,281,Middle,Middle,Middle->Middle,S
024D,0,Other,10,CHD,1,PK,12,330,D,1,1,08/23/2018,08/24/2018,255,254,Middle,Middle,Middle->Middle,S-M
02501Z,0,Other,10,Catholic,1,PK,8,226,Z,1,1,08/27/2018,08/27/2018,246,246,Middle,Middle,Middle->Middle,S
02512J,0,Other,10,CHD,1,PK,12,318,J,1,1,10/01/2018,10/04/2018,240,237,Middle,Middle,Middle->Middle,S-M
02514F,0,Northern California,1,Catholic,1,PK,8,127,F,1,1,10/17/2018,10/22/2018,236,231,Middle,Middle,Middle->Middle,S
02516Q,0,Southern California,5,CHD,0,PK,8,380,Q,1,0,,,,,Middle,Middle,Middle->Middle,S-M
02517L,0,Other,10,CHD,1,PK,8,202,L,0,1,08/22/2018,09/04/2018,283,270,Middle,Middle,Middle->Middle,S
02518G,0,Northern California,10,Private non-Christian,1,PK,8,148,G,1,2,03/12/2018,09/27/2018,371,172,Middle,Middle,Middle->Middle,S
0251P,0,Southern California,10,CHD,0,7,8,106,P,1,0,,,,,Elementary,Elementary,Elementary->Elementary,S
02524Z,0,Southern California,5,CHD,0,7,12,687,Z,0,0,,,,,Middle,Middle,Middle->Middle,M-L
02526P,0,Southern California,5,Private non-Christian,0,K,8,237,P,0,0,,,,,Elementary,Elementary,Elementary->Elementary,S
0252P,0,Other,5,Catholic,1,K,8,571,P,1,2,09/28/2018,10/01/2018,176,173,Middle,Middle,Middle->Middle,M-L
02531O,0,Northern California,9,CHD,1,PK,8,102,O,1,1,08/26/2018,09/07/2018,250,238,Middle,Middle,Middle->Middle,S
02535Z,0,Other,1,CHD,1,K,8,68,Z,1,2,05/13/2018,06/01/2018,378,359,Elementary,Middle,Elementary->Middle,S
02539Q,0,Southern California,4,Private non-Christian,0,PK,7,206,Q,0,0,,,,,Elementary,Elementary,Elementary->Elementary,S
0253N,0,Dallas,4,Catholic,1,K,8,699,N,1,1,09/10/2018,09/19/2018,285,276,Middle,Middle,Middle->Middle,M-L
02543M,0,Other,2,CHD,1,K,8,322,M,1,1,10/29/2018,10/30/2018,160,159,Elementary,Middle,Elementary->Middle,S
025470,0,Northern California,8,PUBLIC,0,0,NA,0,0,1,0,,,,,Middle,Middle,Middle->Middle,
0254Z,0,Other,5,Private non-Christian,1,PK,12,1044,Z,1,1,09/16/2018,09/18/2018,166,164,Middle,Middle,Middle->Middle,L
02557I,0,Dallas,1,CHD,1,PK,12,236,I,1,2,04/04/2018,08/16/2018,418,284,Middle,High,Middle->High,S
02558Z,0,Southern California,5,Private non-Christian,0,PK,8,214,Z,0,0,,,,,Middle,Middle,Middle->Middle,S
02575Q,0,Southern California,5,Catholic,1,K,8,590,Q,0,2,05/09/2018,10/05/2018,398,249,Middle,Middle,Middle->Middle,M-L
02578O,0,Northern California,9,Catholic,0,PK,8,215,O,1,0,,,,,Middle,Middle,Middle->Middle,S
02580,0,Other,7,CHD,1,0,NA,0,0,0,1,09/08/2018,09/09/2018,140,139,High,High,High->High,
02590,0,Other,7,PUBLIC,0,0,NA,0,0,1,0,,,,,Undefined,Undefined,Undefined->Undefined,
02590Q,0,Other,4,Private non-Christian,0,PK,8,294,Q,1,0,,,,,Middle,Middle,Middle->Middle,S
025920,0,Other,7,CHD,0,0,NA,0,0,1,0,,,,,Undefined,Undefined,Undefined->Undefined,
02593N,0,Other,4,CHD,1,K,5,0,N,0,1,08/17/2018,08/31/2018,260,246,Middle,Middle,Middle->Middle,
026020,0,Other,7,PUBLIC,1,0,NA,0,0,0,2,05/15/2018,09/22/2018,370,240,High,High,High->High,
02609I,0,Other,6,Private non-Christian,0,6,12,997,I,0,0,,,,,Middle,Middle,Middle->Middle,L
026150,0,Other,7,PUBLIC,1,0,NA,0,0,0,1,09/16/2018,09/19/2018,267,264,High,High,High->High,
02618I,0,Other,10,CHD,1,PK,12,919,I,0,1,08/10/2018,08/09/2018,274,275,Middle,Middle,Middle->Middle,L
02626B,0,Other,5,Private non-Christian,1,PK,12,700,B,0,1,09/04/2018,09/23/2018,193,174,Middle,Middle,Middle->Middle,M-L
02636P,0,Southern California,10,CHD,1,PK,8,188,P,0,1,08/23/2018,08/31/2018,249,241,Middle,Middle,Middle->Middle,S
02637N,0,Southern California,5,PUBLIC,1,K,8,217,N,0,2,04/22/2018,08/22/2018,372,250,Middle,Middle,Middle->Middle,S
02639F,0,Other,11,Private non-Christian,0,PK,8,196,F,0,0,,,,,Middle,Middle,Middle->Middle,S
0263L,0,Houston,9,CHD,1,PK,8,165,L,1,1,08/27/2018,08/17/2018,241,251,Middle,Middle,Middle->Middle,S
02650,0,Southern California,,CHD,1,0,NA,0,0,0,1,09/13/2018,09/17/2018,292,288,Elementary,Elementary,Elementary->Elementary,
02652F,0,Pacific Northwest,5,Catholic,1,PK,8,391,F,1,2,05/24/2018,09/23/2018,342,220,Middle,Middle,Middle->Middle,S-M
02655Q,0,Northern California,4,Private non-Christian,1,PK,8,345,Q,1,1,08/31/2018,08/23/2018,165,173,Middle,Middle,Middle->Middle,S
02656Q,0,Northern California,5,Private non-Christian,0,PK,8,407,Q,1,0,,,,,Middle,Middle,Middle->Middle,S-M
02661Z,0,Other,5,Catholic,1,PK,12,319,Z,1,1,09/17/2018,09/20/2018,199,196,Middle,Middle,Middle->Middle,S
02665O,0,Southern California,5,PUBLIC,1,K,8,0,O,0,1,09/07/2018,09/04/2018,203,206,Middle,Middle,Middle->Middle,
02676Q,0,Northern California,5,Private non-Christian,0,PK,8,236,Q,1,0,,,,,Elementary,Elementary,Elementary->Elementary,S
02680C,0,Other,2,CHD,1,PK,12,194,C,1,2,04/27/2018,08/28/2018,381,258,Middle,Middle,Middle->Middle,S
02681Q,0,Southern California,5,CHD,0,PK,8,431,Q,0,0,,,,,Middle,Middle,Middle->Middle,S-M
02688L,0,Other,10,CHD,1,PK,8,704,L,1,1,09/12/2018,09/13/2018,147,146,Middle,Middle,Middle->Middle,M-L
02693K,0,Houston,5,Private non-Christian,1,PK,8,631,K,1,1,09/12/2018,09/11/2018,145,146,Middle,Middle,Middle->Middle,M-L
